fullId,category,wnsynset,wnlemmas,up,front,unit,aligned.dims,isContainerLike,surfaceVolume,solidVolume,supportSurfaceArea,weight,staticFrictionForce,name,tags
wss.13123a44924ddd2fb9ecfc3b6497aac6,"Computer,Laptop,_StanfordSceneDBModels,_SceneGalleryModels,_EvalSetInScenes",n3838213,"notebook,notebook computer",,,0.02500523164632452,"35.235794\,27.0074\,35.703514",false,0.001151,0.003269,0.025247,,,notebook menina,"computador,computer,girl,laptop,menina,notebook,teen"
wss.1316780d9b4a8ca71bb088904f7cb154,"MediaStorage,WallUnit,TvStand",n4308138,stand,"0\,0\,1","-1\,0\,0",0.0220875167813619,"273.92053\,126.95971\,39.131348",true,0.370984,0.417125,1.113763,259.14589673158787,4353.274831315117,modular entertainment unit,"contemporary,contemporary furniture,entertainment center,entertainment unit,modern,modern furniture,modular,modular furniture,tv center,tv stand,tv unit,wood,wood furniture"
wss.1320733bad7f2cfd8fac6a8030e15671,Window,n4594951,window,,,,"81.28\,149.8506\,10.16",true,0.024657,0.050327,0.086345,59.477060992039824,927.5645680772309,window,"cherry,frame,window,wood"
wss.1324cdd76d94a6cec7a3afc566c84174,Stapler,n4310635,"stapler,stapling machine","0\,0\,1","-1\,0\,0",0.022120661407210886,"8.848265\,9.298531\,15.484459",false,1.26E-4,8.1E-4,0.013862,,,mini stapler,"mini stapler,stapler"
wss.13290e02935a82a22846fa729d90e125,"Microwave,_EvalSetNoScenesNoPrior",n3766619,"microwave,microwave oven",,,0.033896801038097675,"60.587276\,38.033905\,44.03907",true,0.009788,0.097353,0.002823,25.37133346636976,239.8999731530248,microwave oven,"microwave,microwelle"
wss.132dd9e43e8184a63c7744a1a3d9dba0,"Violin,_Attributes",n4544161,"violin,fiddle","1\,0\,0","0\,0\,1",,"50.86754\,60.96043\,24.97381",false,9.72E-4,0.002742,0.007666,,,violin geige string music intrument musik,"drum,drums,geige,guitar,intrument,jazz,mandolin,music,piano,schlagzeug,string,strings,violine"
wss.132ffa7d607ffc53d810b14a81e12eca,"MediaStorage,TvStand",n3097339,"console table,console",,,0.02656874171442648,"148.78496\,55.794357\,56.292522",true,0.075142,0.384762,0.033778,52.48943612717792,881.7463216060004,blu dot   drawer console by smart furniture,"blu dot,console,media console,smart furiture,tv stand"
wss.13335c01414d6fd85af897847a7513ca,Book,n6430544,"dictionary,lexicon","0\,0\,1","1\,0\,0",0.02052582163779688,"25.704071\,38.99906\,10.540731",true,0.001652,0.010594,0.027199,1.1564,2.2665440000000006,dictionary,*
wss.133f2d360f9b8691f5ee22e800bb9145,Couch,n4263630,"sofa,couch,lounge","0\,0\,1","-1\,0\,0",0.02106774048712596,"219.01605\,67.2722\,90.491425",false,0.159328,0.718383,0.196158,252.3997960160643,2396.5214031365977,sofa,*
wss.13411c742ccd36b4eabad247a05ad956,"Table,DiningTable",n3626176,kitchen table,"0\,0\,1","0\,-1\,0",0.02598890114042563,"171.52675\,77.966705\,93.56004",,,,,,,kitchen table,"hardwood,kitchen,kitchen table,mahogany,table,teak"
wss.134566ae853484b4f01a355e7890ec96,Bench,n2832068,bench,,,0.02305344069700917,"137.24544\,33.610996\,41.398678",false,0.020908,0.028704,0.003104,12.5448,76.22220480000001,herman miller reg  nelson reg  platform bench from smart furniture,"bench,designer furniture,furniture,george nelson,herman miller,modern furniture,nelson,platform bench,seating,smart furniture"
wss.1359d27a3d2dd1e6616b1821375380fe,Desk,n3184367,desk,"0\,0\,1","1\,0\,0",0.011903231910864362,"144.02911\,49.993576\,59.516163",false,0.038472,0.057401,0.057483,23.083199999999998,140.2535232,reception desk,"desk,furniture,office,reception"
wss.135edda466e3b149df63d1c7e43c783f,"Table,RoundTable",n4386330,table,"0\,0\,1","0\,-1\,0",0.020891372300785267,"114.48468\,30.054955\,114.47073",false,0.029885,0.03413,0.168314,25.0711612866873,297.9583654763712,sa,"eero saarinen,low table,matrix international,tavolo basso"
wss.1361850926bce33f84e64ea9646404ec,"Lamp,FloorLamp",n3371905,floor lamp,,,0.024582333165282088,"58.652466\,155.20302\,58.652466",true,0.01629,0.031999,0.064689,35.0181072877014,346.80175340134736,west elm  tapered wood floor lamp,"blue marble project,floor lamp,furniture,lamp,light,lighting,west elm"
wss.136ca0f40375aa26d56cc378741d37e8,Rug,n4125115,"rug,carpet,carpeting",,,0.015251857790505426,"402.64902\,0.0\,219.62675",false,0.278906,0.278906,8.866281,502.0308,3443.931288,seamless fabric textures,"carpet,furniture,norwalk,rug,seamless,texture,tileable"
wss.136ef91c95ca5c2d4b9a4e1a888c5f59,CellPhone,n2995984,"cellular telephone,cellular phone,cellphone,cell,mobile phone","0\,1\,0","0\,0\,1",0.0010327347903902068,"10.998614\,24.044136\,3.0134902",false,2.69E-4,7.4E-4,0.020152,,,nokia      xpress music mobile phone,"handy,i phone,lg,mobile phone,music,nokia,sony erricsson,touch screen"
wss.136f324d97cbbbddaa9981fc7a12f6eb,"TV,_Attributes",n4413042,"television receiver,television,television set,tv,tv set,idiot box,boob tube,telly,goggle box","0\,0\,1","0\,-1\,0",0.030610843950052518,"81.95044\,53.026554\,51.33497",false,0.012701,0.191012,0.242827,31.50278542155888,213.25727281767635,tesla color     television,"bedna,color,prijimac,reciever,television,televize,televizor,telka,tesla,tv"
wss.1376723fa98487933f197465f86dea52,"CellPhone,_AttributesTrain",,,"0\,1\,0","0\,0\,1",0.006074796554551965,"10.685928\,24.175854\,3.0675313",false,2.31E-4,7.64E-4,0.024101,,,nokia,*
wss.137e78f5b0fdb666c325c205463de4b7,TrashBin,n2750182,"ashcan,trash can,garbage can,wastebin,ash bin,ash-bin,ashbin,dustbin,trash barrel,trash bin","0\,0\,1","1\,0\,0",0.004238135101473139,"43.660423\,62.136993\,62.183952",true,0.00684,0.090699,0.140121,,,hulingen pedal bin ikea,"cestino,hulingen,ikea,pedal bin,recyc le bin"
wss.1383d18af610241f69d8d5b35c38db0d,"Chair,SideChair",n2741540,armchair,"0\,0\,1","0\,-1\,0",0.020719232927277967,"63.801952\,96.16251\,59.446175",false,0.011359,0.021051,0.004064,13.4546392415622,133.9475157989841,dining chair,"chair furniture,dining chair,dining room furniture,dinning chair"
wss.1383dcbd17cbc474e43f40ae23b6b0db,"WallArt,Picture,_StanfordSceneDBModels",n3937282,"picture,image,icon,ikon","0\,0\,1","0\,-1\,0",0.03161136446676824,"90.736305\,110.67138\,6.045958",true,0.018857,0.049606,0.046947,22.847619138962077,522.9917476278316,painting,"decoration,interior,painting,picture,wall"
wss.1389e932a2c776d83c143af07c12991a,"Plate,_StanfordSceneDBModels,_SceneGalleryModels",n3965779,plate,,,0.011788905295937577,"40.802464\,8.892726\,40.60653",true,0.0024,0.006705,0.064342,5.648522075184,199.59019640144322,stack of plates,"dinning,kitchen,plates"
wss.13961f08fe5b4c549ef60e9225cbea3a,"Teapot,_StanfordSceneDBModels",n4405179,teapot,"0\,0\,1","1\,0\,0",0.004763129856921974,"49.85268\,24.282145\,30.997353",true,,,,,,tea pot,"chaleira,cozinha,kitchen,real,realistica,realystic,tea pot,teapot"
wss.13a4536a8c7dbc87e3f7a74e12a274ef,"Table,_StanfordSceneDBModels,RoundTable",n4386330,table,"0\,0\,1","0\,-1\,0",2.9215677875312276E-4,"107.78039\,101.89395\,107.78044",false,0.019721,0.030838,0.006098,16.54436579336658,196.62161370451793,table,*
wss.13aa33650c706094732375ced502498,"Chair,_AttributesTrain",n4338415,"straight chair,side chair","0\,0\,1","1\,0\,0",0.024628580918407906,"69.40984\,125.47991\,74.0017",false,0.021213,0.0446,0.011532,25.1266187367954,250.14778172760373,dining room chair,"chair,chairs,dining,dining room,dining room chair,dining rooms,dining set,dining sets,dinner,furnishings,furniture,wood,wood working"
wss.13af92fb42fdc0d774d5a6a8a8e5a2e,Cat,n2124272,"cat,true cat","0\,0\,1","1\,0\,0",0.0021285583583713595,"5.0910263\,25.002302\,36.23973",false,2.08E-4,8.11E-4,8.18E-4,,,cat,"and,animal,cat,check,claw,claws,dog,freewebs,head,leg,my,nose,out,paw,paws,please,rate,sketchosaurus,website,whiskers"
wss.13b365ef4887f5d388a942de43574033,"Lamp,CeilingLamp",n3008889,"chandelier,pendant,pendent",,,0.021234656985207923,"51.041748\,78.32667\,51.041733",true,0.00565,0.044563,0.008912,14.577,97.14112800000001,wheaton pendant lamp fixture,"lamp,light,luminaire,pendant"
wss.13b4f0c8e3e0ee254b70ab68e918c7e9,"_StanfordSceneDBModels,_EvalSetInScenes,Controller,_OIMwhitelist",n4082075,"remote control,remote","0\,1\,0","0\,0\,1",0.019788298755491415,"4.7016163\,17.31476\,1.4995828",false,2.5E-5,9.8E-5,0.006619,,,remote controll vid eacute otron,"manette,remote controll,videotron"
wss.13bb9deed3f8646bc34335c1a2a9193f,"ChestOfDrawers,Armoire",n2742555,armoire,"0\,0\,1","0\,1\,0",0.01823753893678765,"145.7567\,151.17772\,43.40385",true,0.156675,0.844723,0.056356,109.25801559499651,2392.5307685662747,armoire,*
wss.13c18609602e4ced37b2bb75885cfc44,"Chair,ChairWithOttoman",n4069540,"recliner,reclining chair,lounger","0\,0\,1","1\,0\,0",0.01982892215853813,"76.757965\,69.83337\,127.62475",false,0.02368,0.076078,0.007655,28.048759330944,279.2391208838757,cowhide herman miller lounger,"chair,chaise,cow,designer,eames,hair,herman,hide,horse,lounger,miller,modern,office,retro,rug,seat,sofa,stylish"
wss.13c8bf6b41e555b78821ad3452f1c8c9,"Lamp,LampPost",n3642472,lamppost,,,0.012279853459989628,"16.437569\,116.39719\,16.437565",true,0.004049,0.011176,0.026792,8.70400960146734,86.20014116157492,elegant lamp post,"architect,architecture,austere,austere architect,british,bulb,component,elegant,era,exquisite,iron,lamp,lamp post,lamps,lantern,light,lightbulb,london,luminous,post,street,streetlight,streets,victorian"
wss.13dbeeacdabce3b694658a0201ba0367,"ChestOfDrawers,Armoire,Dresser,Wardrobe",n4557470,"wardrobe,closet,press",,,0.02385896217860514,"91.857\,185.50414\,54.87561",true,0.076822,0.109209,0.018483,46.0932,280.0622832,armoire wardrobe,"architecture,armoire,dresser,furniture,traditional"
wss.13f565d814bd5647adcda92177beb1f7,"ChestOfDrawers,Armoire,Wardrobe",n4557470,"wardrobe,closet,press",,,0.022741282559488638,"112.00082\,165.41826\,77.16583",true,0.158476,0.797391,0.044091,110.51395104153607,2420.0332285259865,wardrobe,"bedroom,closet,furniture,wardrobe,zane"
wss.1406f1f699148107c3c490f07ec71ff,"TV,_AttributesTrain,_OIMwhitelist",n4413042,"television receiver,television,television set,tv,tv set,idiot box,boob tube,telly,goggle box","0\,0\,1","0\,-1\,0",0.025550618744855254,"91.98221\,57.550903\,19.746307",false,0.011586,0.035368,0.006817,28.73720745564768,194.535765913361,television,television
wss.141de0993dd1f2f24efc7e7114f1b9c5,"PottedPlant,_StanfordSceneDBModels",n17402,"plant,flora,plant life",,,0.015145571115521167,"91.25199\,117.54311\,96.764046",true,0.027197,0.079419,0.120168,45.103504799999996,253.18274755200002,plant,"bush,clay pot,fern,garden,horticulture,landscaping,plant,potted plant,shrub,tree"
wss.141ec8366ab78901841b1fe31653b9a7,"WallArt,PictureFrame",n3938003,picture frame,"0\,1\,0","0\,0\,1",0.008310042935876479,"24.409927\,43.333218\,4.097367",true,8.78E-4,0.003003,2.52E-4,1.0638070532963197,24.35099721149897,classic style photo frame,photo frame rio brasil
wss.142f1bd1987ce39e35836c728d324152,"Desk,_Attributes",n3184367,desk,,,0.02225598855220788,"129.68051\,64.84037\,75.92497",false,0.04738,0.383027,0.359661,28.428,172.728528,kare       coco desk  coco schreibtisch,"design,desk,kare,lifestyle,living,living room,office,schreibtisch,trendy,wohnen,wohnzimmer"
wss.1438cbb6c92e0b061c19e7863a1c200b,Desk,n3184367,desk,"0\,0\,1","-1\,0\,0",0.01563960077651138,"182.54448\,57.078445\,109.625",false,0.038748,0.040262,0.01261,23.2488,141.2597088,t luna contemporary desk,"furniture,luna,luna desk,luna furniture,office,office desk,office furniture,pinifarina,study,study furniture"
wss.1447b7ce0e27481efccbc35ad248e812,"Cabinet,Sideboard",n2915411,"buffet,counter,sideboard",,,0.021074753997151384,"161.62839\,63.390137\,34.26715",true,0.07561,0.267695,0.006378,50.8283016635394,502.5683415367669,ikea bonde sideboard,ikea bonde sideboard glass
wss.144adb2c599ab09698d5fc0473d00a1c,Bookcase,n2874241,bookcase,,,0.01594106306215527,"36.736816\,154.70355\,25.229523",true,0.038502,0.068786,0.060184,28.725016736308323,321.43176318839227,kare       cabana library element small  cabana bibliothekelement b ouml den schmal,"bibliothek,design,garderobe,hall,kare,library element,lifestyle,living,living room,office,trendy,wohnen,wohnzimmer"
wss.144af73b14ddcf9bd4ce7791dd1b1466,Oven,n3868196,oven,,,0.03979458357541721,"108.103584\,171.22375\,101.83657",true,0.215547,1.691069,0.953036,575.2491503373047,19964.05237215591,gaggenau eb    double wall oven,"appliance,double wall oven,gaggenau,kitchen,oven,range,stove"
wss.1452b2edf9ad18b48d481397d30db1b6,Refrigerator,n3278824,"electric refrigerator,fridge",,,0.023101378471171847,"53.660797\,179.1722\,52.023598",true,0.112172,0.514167,0.28999,301.2501165638238,7659.472398533848,refrigerator  cola,"alpinoks,coca cola,coke,cola,cold,cool,cooler,cube,drink,ice,inoksan,kola,refrigerator"
wss.145b3e858ba17332bc4ac3caf16ef65,"Table,EndTable",n4386330,table,"0\,0\,1","0\,-1\,0",0.021026843348140617,"63.08052\,63.08053\,63.08053",false,0.005333,0.033925,0.004663,4.47396697814634,53.17088717033588,pretty end table,end table glass horse bunnyz
wss.14624a2cc43aac50e3a031805ace4a99,"Table,DiningTable,_StanfordSceneDBModels,RoundTable",n3205892,"dining table,board","0\,0\,1","0\,-1\,0",0.01883811947310802,"159.56284\,86.77403\,159.56273",false,0.066014,0.248348,0.029525,55.38054680205372,658.1704379641014,dining table with table cloth,table
wss.14656fe47266b0eb88e7662971dc736f,"Lamp,FloorLamp,DeskLamp",n4387620,table lamp,"0\,0\,1","1\,0\,0",4.065778657572872E-5,"19.0436\,60.271103\,61.873695",true,6.65E-4,9.16E-4,0.011052,1.4295298555139,14.157345979858562,worldlamp position,"adjustable,anglepoise,arm,arm length,army,artemide,asia,axis,balanced,bamboo,beeche wood,coil spring,counter balance,counterweight,counterweights,coupling,desk lamp,electric,extension spring,factory,floor lamp,folding,force,furniture,insulation material,lift,longer arm length,luxo,mechanical,ministerie of development,motion,parallelogram,physics,pivoting arm,professional,spotlight,spring,stand,swing arm,tasklamp,technique,tolomeo,wood work,work lamp"
wss.1470c6423b877a0882fcee0c19bca00a,Couch,n4263630,"sofa,couch,lounge","0\,0\,1","-1\,0\,0",0.0236695570964869,"208.29211\,93.51179\,92.47862",false,0.134238,0.876014,0.050843,212.65341821653723,2019.131854502979,leather couch,"couch,leather,sofa"
wss.14726c2482a092d3a9fe1734a6086750,CellPhone,n2995984,"cellular telephone,cellular phone,cellphone,cell,mobile phone","1\,0\,0","0\,0\,1",2.2337907301333402E-4,"5.186862\,25.923767\,3.0548658",false,4.9E-5,1.15E-4,0.004159,,,cellphone,"cell,cellular,classic,old,phone,reto,tele"
wss.14755c2ee8e693aba508f621166382b0,Piano,n3934354,"piano,pianoforte,forte-piano",,,0.015315293469497537,"114.30189\,61.069733\,197.97021",false,0.082952,0.279266,0.017223,49.7712,302.40981120000004,textured bechstein piano  open,"beauty,bechstein,concert grand,craftsman,craftsmanship,grand,inside,intricacies,mechanics,music,music box,piano,precision,workings,yosofun"
wss.1481ab0f22540f6d1471cf7290b934a9,Bathtub,n2811600,"bathtub,bathing tub,tub","0\,0\,1","1\,0\,0",0.048313858988467226,"285.31598\,116.857704\,133.1482",true,0.380098,1.191628,1.287856,851.5251027102048,5090.882681250434,bathtub,"bath,bathroom,bathtub,tub"
wss.1482036d8ce3b51ffc0035da39bd5e1,"Table,RoundTable",n4386330,table,"0\,0\,1","0\,-1\,0",0.02523969350932523,"108.21443\,60.77153\,108.21419",false,0.019754,0.03852,0.013151,16.57205019431892,196.95062913234858,rondo lift table,classroom table teacher
wss.148c15134e44c39eb2f9870de6826588,Cabinet,n2936496,cabinet,"0\,0\,1","0.7071067094802856\,-0.7071068286895752\,0",0.02966626909738083,"148.25188\,102.348625\,101.14838",true,0.120093,0.85726,0.085305,80.73169199417323,798.2401777565792,bayside diagonal front corner base cabinet dcb     one door one drawer,"base cabinet,bath,bathroom,bayside,cabinet,cabinetry,cabinets,corner cabinet,designer,designer gold series,elkay,kitchen,medallion,one door one drawer"
wss.14904414e110d49b74dfa265f936ad38,Stool,n4334034,stool,,,0.03724110477562195,"55.861656\,98.68893\,55.861656",false,0.006016,0.011351,0.004637,6.8538735408767995,45.21035639912495,modern stool,"architecture,chair,furniture,modern,seating,stool"
wss.1492b65a4dedd2612a384701382c9079,"Whiteboard,_OIMwhitelist",n3205892,"dining table,board","0\,0\,1","-1\,0\,0",0.03189995345254438,"301.4169\,150.70845\,15.070846",false,0.133399,0.22453,0.070978,,,white board,"meeting,meeting room,papan tulis,ruang meeting,white board"
wss.149733a616f846a2b661587eebd6c4d7,TV,n4413042,"television receiver,television,television set,tv,tv set,idiot box,boob tube,telly,goggle box","0\,0\,1","0\,-1\,0",0.009374163033657863,"90.519264\,60.69771\,16.873493",false,0.010364,0.064322,0.057612,25.706233218568318,174.01766596979746,flatscreen tv,"cool,flat,rca,samsung,sanyo,screen,sony,tivo,tv"
wss.14977bca24205cc2a6fee8e2140acec9,"Chair,OfficeChair",n4380791,swivel chair,"0\,0\,1","0\,-1\,0",0.025424767989010992,"72.23965\,88.18085\,68.70383",false,0.011387,0.0169,0.005268,13.487805004284601,134.27769719192116,eames office chair,*
wss.149a105979cad722c1467c54b9e09ce5,Cabinet,n2936496,cabinet,"0\,0\,1","1\,0\,0",0.0239435763121407,"78.35535\,111.03834\,120.466034",true,0.068881,0.825506,0.662095,46.30477776598674,457.8416867265447,filing cabinet,"cabinet,filing,furniture,home,office"
wss.14a0e49caa52c64876b7125ca47291cb,Knife,n3628765,knife,"-1\,0\,0","0\,0\,1",0.0010176047436017324,"4.436451\,10.98901\,45.006138",false,2.17E-4,3.97E-4,0.001731,,,m  combat knife,"ak,combat,knife,terrorist"
wss.14c40e5ccc4fe01d492d9da2668ec34c,"Chair,OfficeSideChair",n2741540,armchair,"0\,0\,1","1\,0\,0",0.002985823726802402,"75.29859\,116.65852\,82.001465",false,0.024271,0.063679,0.004569,28.748793822691805,286.2083067133678,haworth candor chiar sas    a b,"candor chair,classic chair,guest chair,haworth,modern chair,office chair"
wss.14cbef4f4a67e57a4cf9c858305a22f8,Lamp,n4313985,statue,"0\,0\,1","1\,0\,0",0.004907423654569084,"35.06693\,102.36493\,23.3668",true,0.005213,0.011391,9.59E-4,11.206224265855578,110.98081893684613,demon angel,"angel,art,demon,lamp,light,man,sculpture,statue"
wss.14ce35d3ec22faee70d45c28bef72613,Cabinet,n2936496,cabinet,"0\,0\,1","0.7071067690849304\,0.7071067690849304\,0",0.01611744703958556,"75.21865\,155.53336\,72.19009",true,0.105456,0.205122,0.005758,70.89206957056224,700.9502317828501,corner wine cabinet,"adjustable shelves,bead board,cabinet,cherry,corner,feet,furniture,legs,queen anne,queen anne legs,wine,wine bottle,wire basket,wrought,wrought iron"
wss.14d294a678561c367b72437fd995483b,Table,n4386330,table,"0\,0\,1","0\,-1\,0",0.05308836289562148,"83.603516\,106.59453\,73.15588",false,0.037739,0.162909,0.025521,31.660048713344224,376.2640373000762,table de chevet avec tiroir,"bois,table de chevet,tiroir"
wss.14d31ee208e1823f48b9fefd9341bfa,"FoodItem,Donut",n7654678,"doughnut,donut,sinker",,,4.89746191103245E-4,"11.260048\,4.207664\,11.260048",false,2.3E-5,3.08E-4,0.00256,,,giant glazed donut,"big,donut,doughnut,enormous,giant,glazed,tall"
